sender_id,receiver_id,timestamp,message_length,id_x,sender_department,sender_location,sender_age,id_y,receiver_department,receiver_location,receiver_age,month
286,221,2021-06-06 10:23:12,24,286,Sales,UK,52,221,IT,Germany,54,6
221,3,2021-06-06 11:40:30,19,221,IT,Germany,54,3,Operations,US,33,6
260,287,2021-06-06 12:01:39,16,260,Operations,US,48,287,Engineering,UK,22,6
260,181,2021-06-06 14:40:08,61,260,Operations,US,48,181,Sales,Germany,39,6
79,166,2021-06-06 18:05:11,14,79,Sales,France,33,166,Engineering,France,38,6
79,256,2021-06-06 18:07:17,67,79,Sales,France,33,256,Marketing,France,48,6
79,260,2021-06-06 18:08:37,62,79,Sales,France,33,260,Operations,US,48,6
221,3,2021-06-07 00:20:17,20,221,IT,Germany,54,3,Operations,US,33,6
221,6,2021-06-07 00:23:24,25,221,IT,Germany,54,6,Sales,UK,50,6
221,211,2021-06-07 00:32:11,13,221,IT,Germany,54,211,Operations,US,30,6
260,51,2021-06-07 02:21:56,22,260,Operations,US,48,51,Admin,UK,30,6
260,199,2021-06-07 02:22:19,82,260,Operations,US,48,199,IT,US,55,6
260,79,2021-06-07 02:22:43,35,260,Operations,US,48,79,Sales,France,33,6
260,211,2021-06-07 02:23:23,42,260,Operations,US,48,211,Operations,US,30,6
260,181,2021-06-07 02:25:03,20,260,Operations,US,48,181,Sales,Germany,39,6
128,51,2021-06-07 06:16:27,56,128,Sales,France,47,51,Admin,UK,30,6
128,51,2021-06-07 06:20:55,22,128,Sales,France,47,51,Admin,UK,30,6
128,236,2021-06-07 06:24:54,39,128,Sales,France,47,236,Sales,US,58,6
128,51,2021-06-07 06:29:11,87,128,Sales,France,47,51,Admin,UK,30,6
128,51,2021-06-07 06:31:13,26,128,Sales,France,47,51,Admin,UK,30,6
260,51,2021-06-07 07:05:07,31,260,Operations,US,48,51,Admin,UK,30,6
260,79,2021-06-07 07:06:25,83,260,Operations,US,48,79,Sales,France,33,6
128,211,2021-06-07 07:06:29,47,128,Sales,France,47,211,Operations,US,30,6
286,221,2021-06-07 07:09:59,31,286,Sales,UK,52,221,IT,Germany,54,6
317,315,2021-06-07 07:11:58,84,317,Operations,US,37,315,IT,US,36,6
128,51,2021-06-07 07:14:00,34,128,Sales,France,47,51,Admin,UK,30,6
286,34,2021-06-07 07:15:38,55,286,Sales,UK,52,34,Marketing,Germany,46,6
317,315,2021-06-07 07:17:18,86,317,Operations,US,37,315,IT,US,36,6
128,236,2021-06-07 07:18:12,27,128,Sales,France,47,236,Sales,US,58,6
260,51,2021-06-07 07:18:38,66,260,Operations,US,48,51,Admin,UK,30,6
286,34,2021-06-07 07:20:35,62,286,Sales,UK,52,34,Marketing,Germany,46,6
286,34,2021-06-07 07:30:51,61,286,Sales,UK,52,34,Marketing,Germany,46,6
144,193,2021-06-07 07:36:01,28,144,Sales,US,50,193,Sales,UK,45,6
144,288,2021-06-07 07:48:58,87,144,Sales,US,50,288,Marketing,Germany,35,6
144,88,2021-06-07 07:54:39,34,144,Sales,US,50,88,IT,US,23,6
144,290,2021-06-07 08:04:36,63,144,Sales,US,50,290,Admin,France,31,6
144,48,2021-06-07 08:09:32,28,144,Sales,US,50,48,IT,France,34,6
144,51,2021-06-07 08:13:26,29,144,Sales,US,50,51,Admin,UK,30,6
144,99,2021-06-07 08:21:36,66,144,Sales,US,50,99,Engineering,UK,34,6
144,193,2021-06-07 08:29:13,77,144,Sales,US,50,193,Sales,UK,45,6
144,99,2021-06-07 08:32:48,18,144,Sales,US,50,99,Engineering,UK,34,6
144,322,2021-06-07 08:34:40,27,144,Sales,US,50,322,Sales,Brasil,50,6
144,193,2021-06-07 08:38:45,30,144,Sales,US,50,193,Sales,UK,45,6
144,193,2021-06-07 08:39:58,15,144,Sales,US,50,193,Sales,UK,45,6
144,99,2021-06-07 08:41:26,49,144,Sales,US,50,99,Engineering,UK,34,6
144,99,2021-06-07 08:50:04,49,144,Sales,US,50,99,Engineering,UK,34,6
144,99,2021-06-07 08:53:52,20,144,Sales,US,50,99,Engineering,UK,34,6
144,193,2021-06-07 08:59:33,31,144,Sales,US,50,193,Sales,UK,45,6
144,99,2021-06-07 09:01:57,21,144,Sales,US,50,99,Engineering,UK,34,6
144,193,2021-06-07 09:03:43,25,144,Sales,US,50,193,Sales,UK,45,6
144,99,2021-06-07 09:04:22,20,144,Sales,US,50,99,Engineering,UK,34,6
144,193,2021-06-07 09:06:28,23,144,Sales,US,50,193,Sales,UK,45,6
144,99,2021-06-07 09:08:20,25,144,Sales,US,50,99,Engineering,UK,34,6
144,48,2021-06-07 09:11:50,64,144,Sales,US,50,48,IT,France,34,6
144,48,2021-06-07 09:12:09,60,144,Sales,US,50,48,IT,France,34,6
144,99,2021-06-07 09:14:46,23,144,Sales,US,50,99,Engineering,UK,34,6
144,48,2021-06-07 09:15:52,40,144,Sales,US,50,48,IT,France,34,6
128,329,2021-06-07 09:34:16,28,128,Sales,France,47,329,IT,UK,39,6
332,333,2021-06-07 09:40:43,49,332,Operations,US,40,333,IT,UK,47,6
128,324,2021-06-07 09:50:26,31,128,Sales,France,47,324,Sales,US,40,6
332,281,2021-06-07 10:11:44,77,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-07 10:13:38,57,332,Operations,US,40,281,Sales,France,35,6
128,324,2021-06-07 10:17:06,79,128,Sales,France,47,324,Sales,US,40,6
332,281,2021-06-07 10:17:30,55,332,Operations,US,40,281,Sales,France,35,6
128,324,2021-06-07 10:21:01,37,128,Sales,France,47,324,Sales,US,40,6
332,281,2021-06-07 10:21:31,87,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-07 10:22:56,30,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-07 10:23:14,83,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-07 10:23:37,56,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-07 10:31:21,64,332,Operations,US,40,281,Sales,France,35,6
128,221,2021-06-07 10:32:03,25,128,Sales,France,47,221,IT,Germany,54,6
260,211,2021-06-07 10:32:53,24,260,Operations,US,48,211,Operations,US,30,6
128,324,2021-06-07 10:33:53,61,128,Sales,France,47,324,Sales,US,40,6
337,281,2021-06-07 10:36:06,20,337,Sales,US,37,281,Sales,France,35,6
337,260,2021-06-07 10:36:55,52,337,Sales,US,37,260,Operations,US,48,6
337,281,2021-06-07 10:37:18,63,337,Sales,US,37,281,Sales,France,35,6
337,281,2021-06-07 10:39:59,79,337,Sales,US,37,281,Sales,France,35,6
128,329,2021-06-07 10:55:34,70,128,Sales,France,47,329,IT,UK,39,6
260,338,2021-06-07 11:02:18,88,260,Operations,US,48,338,Operations,US,47,6
260,338,2021-06-07 11:02:38,44,260,Operations,US,48,338,Operations,US,47,6
317,311,2021-06-07 18:44:52,22,317,Operations,US,37,311,Engineering,US,23,6
344,209,2021-06-07 19:23:22,43,344,Sales,US,35,209,Admin,US,41,6
332,308,2021-06-07 21:24:20,66,332,Operations,US,40,308,Sales,Germany,39,6
317,308,2021-06-07 22:23:32,17,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:25:11,74,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:29:07,11,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:30:30,75,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:31:48,74,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:32:04,74,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:32:32,70,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:33:08,78,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:33:26,38,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:34:55,86,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:35:25,54,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:39:14,15,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:39:59,51,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:40:21,63,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:40:40,67,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:42:48,80,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:43:01,67,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:43:24,67,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:44:15,65,317,Operations,US,37,308,Sales,Germany,39,6
317,308,2021-06-07 22:44:43,29,317,Operations,US,37,308,Sales,Germany,39,6
317,263,2021-06-07 22:48:01,50,317,Operations,US,37,263,Operations,France,35,6
317,263,2021-06-07 22:49:38,28,317,Operations,US,37,263,Operations,France,35,6
317,263,2021-06-07 22:49:53,18,317,Operations,US,37,263,Operations,France,35,6
317,263,2021-06-07 22:50:01,82,317,Operations,US,37,263,Operations,France,35,6
317,263,2021-06-07 22:55:05,84,317,Operations,US,37,263,Operations,France,35,6
317,254,2021-06-07 23:07:41,29,317,Operations,US,37,254,Sales,France,44,6
317,254,2021-06-07 23:07:52,80,317,Operations,US,37,254,Sales,France,44,6
317,254,2021-06-07 23:08:13,80,317,Operations,US,37,254,Sales,France,44,6
317,254,2021-06-07 23:08:37,47,317,Operations,US,37,254,Sales,France,44,6
317,254,2021-06-07 23:08:51,23,317,Operations,US,37,254,Sales,France,44,6
317,263,2021-06-07 23:09:17,63,317,Operations,US,37,263,Operations,France,35,6
317,254,2021-06-07 23:12:00,61,317,Operations,US,37,254,Sales,France,44,6
317,263,2021-06-07 23:12:56,51,317,Operations,US,37,263,Operations,France,35,6
317,254,2021-06-07 23:13:11,54,317,Operations,US,37,254,Sales,France,44,6
317,254,2021-06-07 23:13:28,43,317,Operations,US,37,254,Sales,France,44,6
317,254,2021-06-07 23:13:39,56,317,Operations,US,37,254,Sales,France,44,6
317,254,2021-06-07 23:18:42,10,317,Operations,US,37,254,Sales,France,44,6
317,254,2021-06-07 23:19:02,60,317,Operations,US,37,254,Sales,France,44,6
337,254,2021-06-07 23:20:05,65,337,Sales,US,37,254,Sales,France,44,6
337,254,2021-06-07 23:20:49,23,337,Sales,US,37,254,Sales,France,44,6
337,254,2021-06-07 23:23:16,30,337,Sales,US,37,254,Sales,France,44,6
337,281,2021-06-07 23:27:13,64,337,Sales,US,37,281,Sales,France,35,6
332,281,2021-06-07 23:29:16,58,332,Operations,US,40,281,Sales,France,35,6
317,191,2021-06-07 23:29:46,37,317,Operations,US,37,191,Engineering,US,48,6
317,254,2021-06-07 23:29:56,70,317,Operations,US,37,254,Sales,France,44,6
332,281,2021-06-07 23:31:06,88,332,Operations,US,40,281,Sales,France,35,6
317,191,2021-06-07 23:32:34,46,317,Operations,US,37,191,Engineering,US,48,6
317,191,2021-06-07 23:33:10,33,317,Operations,US,37,191,Engineering,US,48,6
337,281,2021-06-07 23:34:14,75,337,Sales,US,37,281,Sales,France,35,6
337,281,2021-06-07 23:35:35,60,337,Sales,US,37,281,Sales,France,35,6
317,263,2021-06-07 23:36:20,72,317,Operations,US,37,263,Operations,France,35,6
317,254,2021-06-07 23:36:31,83,317,Operations,US,37,254,Sales,France,44,6
332,281,2021-06-08 00:00:43,31,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-08 00:01:12,78,332,Operations,US,40,281,Sales,France,35,6
337,281,2021-06-08 00:01:47,68,337,Sales,US,37,281,Sales,France,35,6
337,281,2021-06-08 00:02:17,85,337,Sales,US,37,281,Sales,France,35,6
337,281,2021-06-08 00:11:34,76,337,Sales,US,37,281,Sales,France,35,6
337,281,2021-06-08 00:11:43,82,337,Sales,US,37,281,Sales,France,35,6
337,281,2021-06-08 00:13:27,73,337,Sales,US,37,281,Sales,France,35,6
337,281,2021-06-08 00:13:44,37,337,Sales,US,37,281,Sales,France,35,6
317,281,2021-06-08 00:16:46,79,317,Operations,US,37,281,Sales,France,35,6
317,319,2021-06-08 01:38:05,83,317,Operations,US,37,319,Marketing,Germany,25,6
317,308,2021-06-08 01:41:37,56,317,Operations,US,37,308,Sales,Germany,39,6
332,281,2021-06-08 02:41:47,62,332,Operations,US,40,281,Sales,France,35,6
237,191,2021-06-08 03:11:08,45,237,Operations,France,41,191,Engineering,US,48,6
332,308,2021-06-08 03:30:30,57,332,Operations,US,40,308,Sales,Germany,39,6
332,308,2021-06-08 03:33:08,79,332,Operations,US,40,308,Sales,Germany,39,6
332,308,2021-06-08 03:33:59,77,332,Operations,US,40,308,Sales,Germany,39,6
317,308,2021-06-08 03:42:24,61,317,Operations,US,37,308,Sales,Germany,39,6
332,263,2021-06-08 03:52:19,60,332,Operations,US,40,263,Operations,France,35,6
328,52,2021-06-08 04:04:31,32,328,Sales,US,54,52,IT,UK,51,6
332,316,2021-06-08 05:46:43,15,332,Operations,US,40,316,Admin,France,27,6
221,211,2021-06-08 06:05:10,43,221,IT,Germany,54,211,Operations,US,30,6
221,128,2021-06-08 06:07:11,56,221,IT,Germany,54,128,Sales,France,47,6
317,263,2021-06-08 07:04:54,14,317,Operations,US,37,263,Operations,France,35,6
162,161,2021-06-08 07:35:57,20,162,Sales,US,41,161,Sales,US,51,6
344,128,2021-06-08 07:49:57,87,344,Sales,US,35,128,Sales,France,47,6
332,281,2021-06-08 08:10:59,47,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-08 08:11:27,30,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-08 08:12:03,27,332,Operations,US,40,281,Sales,France,35,6
332,281,2021-06-08 08:12:37,31,332,Operations,US,40,281,Sales,France,35,6
286,221,2021-06-08 08:36:32,30,286,Sales,UK,52,221,IT,Germany,54,6
286,367,2021-06-08 08:49:53,46,286,Sales,UK,52,367,Operations,Brasil,45,6
286,202,2021-06-08 08:56:08,41,286,Sales,UK,52,202,Engineering,Brasil,34,6
286,202,2021-06-08 08:56:19,32,286,Sales,UK,52,202,Engineering,Brasil,34,6
286,202,2021-06-08 08:56:26,17,286,Sales,UK,52,202,Engineering,Brasil,34,6
128,236,2021-06-08 09:05:45,23,128,Sales,France,47,236,Sales,US,58,6
144,281,2021-06-08 09:20:39,30,144,Sales,US,50,281,Sales,France,35,6
144,88,2021-06-08 09:24:58,20,144,Sales,US,50,88,IT,US,23,6
144,142,2021-06-08 09:28:38,15,144,Sales,US,50,142,Admin,US,57,6
144,369,2021-06-08 09:34:01,16,144,Sales,US,50,369,Engineering,US,56,6
144,370,2021-06-08 09:35:04,26,144,Sales,US,50,370,Engineering,Germany,36,6
144,359,2021-06-08 09:36:17,78,144,Sales,US,50,359,Sales,US,35,6
144,283,2021-06-08 09:45:35,70,144,Sales,US,50,283,Operations,France,40,6
144,48,2021-06-08 09:55:44,38,144,Sales,US,50,48,IT,France,34,6
332,281,2021-06-08 10:02:42,88,332,Operations,US,40,281,Sales,France,35,6
128,324,2021-06-08 10:17:44,86,128,Sales,France,47,324,Sales,US,40,6
332,281,2021-06-08 10:37:29,30,332,Operations,US,40,281,Sales,France,35,6
337,72,2021-06-08 10:50:31,20,337,Sales,US,37,72,Marketing,France,55,6
337,72,2021-06-08 11:05:41,87,337,Sales,US,37,72,Marketing,France,55,6
332,352,2021-06-08 11:16:15,44,332,Operations,US,40,352,IT,France,42,6
128,236,2021-06-08 11:37:00,77,128,Sales,France,47,236,Sales,US,58,6
317,311,2021-06-08 17:09:35,17,317,Operations,US,37,311,Engineering,US,23,6
79,365,2021-06-08 19:17:50,43,79,Sales,France,33,365,Sales,France,26,6
79,386,2021-06-08 19:19:13,39,79,Sales,France,33,386,Admin,Germany,47,6
386,50,2021-06-08 19:27:44,47,386,Admin,Germany,47,50,Admin,US,33,6
386,260,2021-06-08 19:29:04,46,386,Admin,Germany,47,260,Operations,US,48,6
386,50,2021-06-08 19:37:46,32,386,Admin,Germany,47,50,Admin,US,33,6
386,387,2021-06-08 19:40:58,58,386,Admin,Germany,47,387,Operations,US,29,6
386,50,2021-06-08 19:42:18,70,386,Admin,Germany,47,50,Admin,US,33,6
389,254,2021-06-08 22:24:29,26,389,Sales,France,39,254,Sales,France,44,6
337,63,2021-06-08 22:27:38,45,337,Sales,US,37,63,Sales,France,38,6
386,387,2021-06-08 23:31:25,63,386,Admin,Germany,47,387,Operations,US,29,6
386,343,2021-06-08 23:32:43,83,386,Admin,Germany,47,343,Sales,France,36,6
260,386,2021-06-09 00:00:12,50,260,Operations,US,48,386,Admin,Germany,47,6
332,308,2021-06-09 00:33:14,56,332,Operations,US,40,308,Sales,Germany,39,6
389,254,2021-06-09 05:00:42,48,389,Sales,France,39,254,Sales,France,44,6
389,62,2021-06-09 05:01:11,72,389,Sales,France,39,62,Operations,France,34,6
389,303,2021-06-09 05:01:33,47,389,Sales,France,39,303,IT,US,49,6
79,365,2021-06-09 05:09:48,42,79,Sales,France,33,365,Sales,France,26,6
344,403,2021-06-09 06:11:07,63,344,Sales,US,35,403,Engineering,US,26,6
260,283,2021-06-09 06:12:12,47,260,Operations,US,48,283,Operations,France,40,6
344,403,2021-06-09 06:23:03,11,344,Sales,US,35,403,Engineering,US,26,6
344,403,2021-06-09 06:33:26,40,344,Sales,US,35,403,Engineering,US,26,6
344,403,2021-06-09 06:37:19,25,344,Sales,US,35,403,Engineering,US,26,6
344,403,2021-06-09 06:40:37,48,344,Sales,US,35,403,Engineering,US,26,6
389,303,2021-06-09 07:23:26,14,389,Sales,France,39,303,IT,US,49,6
344,172,2021-06-09 07:33:36,10,344,Sales,US,35,172,Admin,US,41,6
317,281,2021-06-09 07:45:21,67,317,Operations,US,37,281,Sales,France,35,6
317,308,2021-06-09 07:46:33,55,317,Operations,US,37,308,Sales,Germany,39,6
317,281,2021-06-09 08:11:57,54,317,Operations,US,37,281,Sales,France,35,6
317,281,2021-06-09 08:12:18,43,317,Operations,US,37,281,Sales,France,35,6
317,281,2021-06-09 08:16:06,17,317,Operations,US,37,281,Sales,France,35,6
422,212,2021-06-09 09:29:35,19,422,Sales,Brasil,43,212,Engineering,US,59,6
144,283,2021-06-09 09:57:13,85,144,Sales,US,50,283,Operations,France,40,6
144,48,2021-06-09 10:10:05,82,144,Sales,US,50,48,IT,France,34,6
144,338,2021-06-09 10:11:57,15,144,Sales,US,50,338,Operations,US,47,6
144,413,2021-06-09 10:17:09,10,144,Sales,US,50,413,Sales,US,52,6
389,68,2021-06-09 10:19:00,84,389,Sales,France,39,68,Admin,France,50,6
144,374,2021-06-09 10:27:11,43,144,Sales,US,50,374,Sales,France,52,6
422,335,2021-06-09 11:16:10,25,422,Sales,Brasil,43,335,Engineering,France,58,6
422,194,2021-06-09 13:44:01,72,422,Sales,Brasil,43,194,Admin,US,28,6
317,308,2021-06-09 17:12:32,70,317,Operations,US,37,308,Sales,Germany,39,6
386,399,2021-06-09 17:21:55,33,386,Admin,Germany,47,399,Operations,Brasil,44,6
144,283,2021-06-09 20:19:41,57,144,Sales,US,50,283,Operations,France,40,6
389,62,2021-06-09 23:36:32,18,389,Sales,France,39,62,Operations,France,34,6
389,68,2021-06-09 23:37:46,27,389,Sales,France,39,68,Admin,France,50,6
389,62,2021-06-09 23:44:19,41,389,Sales,France,39,62,Operations,France,34,6
286,416,2021-06-10 00:43:54,26,286,Sales,UK,52,416,Engineering,France,53,6
317,308,2021-06-10 01:42:41,30,317,Operations,US,37,308,Sales,Germany,39,6
317,281,2021-06-10 01:43:08,11,317,Operations,US,37,281,Sales,France,35,6
260,448,2021-06-10 02:54:55,54,260,Operations,US,48,448,Admin,UK,25,6
260,283,2021-06-10 02:55:33,81,260,Operations,US,48,283,Operations,France,40,6
260,236,2021-06-10 02:58:28,69,260,Operations,US,48,236,Sales,US,58,6
317,316,2021-06-10 04:12:58,10,317,Operations,US,37,316,Admin,France,27,6
389,454,2021-06-10 04:23:02,56,389,Sales,France,39,454,Admin,US,47,6
389,68,2021-06-10 04:52:49,77,389,Sales,France,39,68,Admin,France,50,6
389,236,2021-06-10 04:58:51,72,389,Sales,France,39,236,Sales,US,58,6
389,236,2021-06-10 05:59:36,73,389,Sales,France,39,236,Sales,US,58,6
389,68,2021-06-10 05:59:53,16,389,Sales,France,39,68,Admin,France,50,6
389,467,2021-06-10 06:04:27,85,389,Sales,France,39,467,Operations,US,28,6
286,468,2021-06-10 06:11:32,49,286,Sales,UK,52,468,Admin,US,35,6
389,236,2021-06-10 06:27:37,26,389,Sales,France,39,236,Sales,US,58,6
469,463,2021-06-10 06:30:44,10,469,Operations,France,54,463,Sales,France,30,6
469,463,2021-06-10 06:36:55,60,469,Operations,France,54,463,Sales,France,30,6
469,463,2021-06-10 06:51:48,54,469,Operations,France,54,463,Sales,France,30,6
469,463,2021-06-10 07:01:52,80,469,Operations,France,54,463,Sales,France,30,6
317,309,2021-06-10 07:42:39,40,317,Operations,US,37,309,Operations,US,38,6
483,368,2021-06-10 08:16:39,47,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 08:22:50,67,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 08:30:08,27,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 08:33:16,41,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 08:52:45,33,483,Sales,France,25,368,Operations,Brasil,24,6
317,281,2021-06-10 09:14:36,22,317,Operations,US,37,281,Sales,France,35,6
483,368,2021-06-10 09:18:31,54,483,Sales,France,25,368,Operations,Brasil,24,6
317,429,2021-06-10 09:18:36,18,317,Operations,US,37,429,Engineering,Brasil,31,6
483,479,2021-06-10 09:20:08,54,483,Sales,France,25,479,Admin,US,44,6
483,479,2021-06-10 09:23:42,27,483,Sales,France,25,479,Admin,US,44,6
483,368,2021-06-10 09:24:22,49,483,Sales,France,25,368,Operations,Brasil,24,6
389,68,2021-06-10 09:25:25,73,389,Sales,France,39,68,Admin,France,50,6
317,479,2021-06-10 09:25:54,49,317,Operations,US,37,479,Admin,US,44,6
389,236,2021-06-10 09:27:32,33,389,Sales,France,39,236,Sales,US,58,6
389,62,2021-06-10 09:28:21,10,389,Sales,France,39,62,Operations,France,34,6
483,368,2021-06-10 09:40:48,72,483,Sales,France,25,368,Operations,Brasil,24,6
128,493,2021-06-10 09:43:49,50,128,Sales,France,47,493,Admin,France,49,6
389,236,2021-06-10 09:47:05,76,389,Sales,France,39,236,Sales,US,58,6
389,236,2021-06-10 10:13:33,81,389,Sales,France,39,236,Sales,US,58,6
483,368,2021-06-10 10:16:57,52,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 10:23:14,49,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 10:27:18,47,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 10:29:18,13,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 10:31:24,63,483,Sales,France,25,368,Operations,Brasil,24,6
483,368,2021-06-10 10:36:01,66,483,Sales,France,25,368,Operations,Brasil,24,6
